tiger,fish,fast,1
pigeon,bat,fast,0
whale,otter,heavy,1
blueberry,melon,heavy,-1
fennel,lettuce,heavy,-1
airship,rover,fast,1
sage,blueberry,heavy,-1
boat,locomotive,fast,-1
hip,tract,big,-1
handset,receiver,heavy,-1
joint,hand,big,-1
radish,cherry,heavy,1
watermelon,cherry,heavy,1
ambling,marching,fast,-1
mustard,lettuce,heavy,-1
sailboat,trolley,fast,1
eyelid,larynx,big,-1
eye,tummy,big,-1
dashing,kicking,fast,0
cilantro,blueberry,heavy,-1
cantaloupe,pistachio,heavy,1
liver,thumb,big,1
goat,squid,fast,-1
sesame,watermelon,heavy,-1
thigh,artery,big,1
zooming,hurtling,fast,0
capsicum,endive,heavy,-1
campground,farm,big,-1
breast,arm,big,-1
park,building,big,1
shop,entrance,big,1
tract,heart,big,1
cacao,cucumber,heavy,-1
blueberry,cacao,heavy,-1
parrot,rhino,heavy,-1
